sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,run,source_file,model,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
236,promotion,Male,40–49,High school,Civil servant,Divorced,"<15,000,000 VND",Chinese,3,2,2,3,2,5,5,3,3,1,3,1,5,1,2,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample236__promotion,2.3333333333333335,3.3333333333333335,3.6666666666666665,1.6666666666666667,2.6666666666666665,3.5,2.5,3.75,2.0
237,promotion,Male,50–59,Postgraduate degree,Managerial employee,Divorced,">46,000,000 VND",Chinese,4,3,1,3,1,2,5,1,2,3,5,4,1,4,2,3,4,5,2,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample237__promotion,2.6666666666666665,2.0,2.6666666666666665,4.0,2.3333333333333335,3.5,,3.5,
238,promotion,Male,30–39,Postgraduate degree,Civil servant,Single,"36,000,000–45,000,000 VND",Chinese,3,1,2,4,3,1,2,4,2,2,4,1,4,3,2,3,4,2,3,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample238__promotion,2.0,2.6666666666666665,2.6666666666666665,2.3333333333333335,3.0,3.5,2.5,3.0,2.0
239,promotion,Male,40–49,Bachelor’s degree,Civil servant,Divorced,"26,000,000–35,000,000 VND",Chinese,2,4,1,1,1,3,5,2,2,5,2,4,2,3,2,3,4,3,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample239__promotion,2.3333333333333335,1.6666666666666667,3.0,3.6666666666666665,2.3333333333333335,3.5,3.5,3.5,3.0
240,promotion,Female,40–49,Bachelor’s degree,Student,Married,"36,000,000–45,000,000 VND",Chinese,1,1,5,3,1,5,4,5,5,1,4,3,1,1,2,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample240__promotion,2.3333333333333335,3.0,4.666666666666667,2.6666666666666665,1.3333333333333333,3.5,2.5,3.5,2.0
241,promotion,Female,<20,Bachelor’s degree,Managerial employee,Married,"16,000,000–25,000,000 VND",Chinese,4,5,5,2,2,1,2,3,2,4,1,2,2,1,4,3,4,5,6,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample241__promotion,4.666666666666667,1.6666666666666667,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.5,3.5,4.5,3.0
242,promotion,Male,40–49,Postgraduate degree,Other,Single,">46,000,000 VND",Chinese,5,4,2,5,4,5,4,3,3,2,4,1,5,5,3,5,6,6,4,3.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample242__promotion,3.6666666666666665,4.666666666666667,3.3333333333333335,2.3333333333333335,4.333333333333333,5.5,3.0,5.25,3.0
243,promotion,Female,20–29,High school,Other,Living with parents,"16,000,000–25,000,000 VND",Chinese,2,1,3,1,4,4,5,5,2,2,3,5,4,2,2,3,4,5,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample243__promotion,2.0,3.0,4.0,3.3333333333333335,2.6666666666666665,3.5,3.5,4.0,3.0
244,promotion,Male,50–59,Bachelor’s degree,Student,Single,"26,000,000–35,000,000 VND",Chinese,1,2,4,2,5,2,5,2,1,4,1,4,3,2,4,3,2,3,4,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample244__promotion,2.3333333333333335,3.0,2.6666666666666665,3.0,3.0,2.5,1.5,3.0,1.3333333333333333
245,promotion,Male,>60,High school,Managerial employee,Living with parents,"36,000,000–45,000,000 VND",Chinese,1,3,3,1,4,3,5,2,1,2,3,2,1,3,4,3,4,5,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample245__promotion,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.3333333333333335,2.6666666666666665,3.5,3.5,4.0,3.0
246,promotion,Male,20–29,Bachelor’s degree,Student,Married,"26,000,000–35,000,000 VND",Chinese,3,1,3,3,3,2,5,2,3,2,2,3,1,4,1,3,4,5,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample246__promotion,2.3333333333333335,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.0,3.5,3.5,4.0,3.0
247,promotion,Male,20–29,Bachelor’s degree,Managerial employee,Single,"36,000,000–45,000,000 VND",Chinese,1,2,4,2,5,2,4,5,5,3,5,5,1,3,3,3,4,5,6,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample247__promotion,2.3333333333333335,3.0,4.666666666666667,4.333333333333333,2.3333333333333335,3.5,3.5,4.5,3.0
248,promotion,Male,<20,Postgraduate degree,Blue-collar worker,Divorced,">46,000,000 VND",Chinese,4,2,5,2,5,4,3,5,3,2,2,2,1,3,2,3,4,5,4,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample248__promotion,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.0,2.0,3.5,2.5,4.0,2.0
249,promotion,Male,<20,High school,Other,Divorced,"16,000,000–25,000,000 VND",Chinese,3,3,4,3,1,4,1,1,5,5,2,3,5,1,3,3,4,4,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample249__promotion,3.3333333333333335,2.6666666666666665,2.3333333333333335,3.3333333333333335,3.0,3.5,2.5,4.0,2.0
250,promotion,Male,>60,Postgraduate degree,Civil servant,Living with parents,"26,000,000–35,000,000 VND",Chinese,5,4,5,2,2,4,3,1,2,4,1,3,5,4,5,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample250__promotion,4.666666666666667,2.6666666666666665,2.0,2.6666666666666665,4.666666666666667,3.5,2.5,3.75,2.0
251,promotion,Female,50–59,Postgraduate degree,Blue-collar worker,Married,">46,000,000 VND",Chinese,4,1,1,4,5,5,2,1,1,5,2,1,2,5,4,3,4,5,2,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample251__promotion,2.0,4.666666666666667,1.3333333333333333,2.6666666666666665,3.6666666666666665,3.5,,3.5,
252,promotion,Female,40–49,Bachelor’s degree,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,1,5,3,1,4,3,2,1,5,5,5,1,1,2,2,3,4,5,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample252__promotion,3.0,2.6666666666666665,2.6666666666666665,3.6666666666666665,1.6666666666666667,3.5,2.0,4.5,2.0
253,promotion,Male,30–39,Bachelor’s degree,Managerial employee,Married,">46,000,000 VND",Chinese,2,2,3,3,2,4,5,3,5,2,3,1,5,4,4,4,5,4,3,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample253__promotion,2.3333333333333335,3.0,4.333333333333333,2.0,4.333333333333333,4.5,3.5,4.0,3.0
254,promotion,Male,40–49,High school,Blue-collar worker,Married,"16,000,000–25,000,000 VND",Chinese,4,1,5,4,1,2,3,3,1,4,2,5,3,2,5,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample254__promotion,3.3333333333333335,2.3333333333333335,2.3333333333333335,3.6666666666666665,3.3333333333333335,3.5,2.5,3.5,2.0
255,promotion,Male,40–49,Bachelor’s degree,Office worker,Living with parents,"16,000,000–25,000,000 VND",Chinese,1,3,2,2,1,1,5,1,1,4,5,1,1,2,2,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample255__promotion,2.0,1.3333333333333333,2.3333333333333335,3.3333333333333335,1.6666666666666667,3.5,2.5,3.5,2.0
256,promotion,Female,40–49,Postgraduate degree,Student,Living with parents,"36,000,000–45,000,000 VND",Chinese,5,1,5,1,1,4,1,1,3,2,2,5,2,5,2,3,4,5,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample256__promotion,3.6666666666666665,2.0,1.6666666666666667,3.0,3.0,3.5,2.0,4.5,2.0
257,promotion,Female,30–39,High school,Blue-collar worker,Married,"26,000,000–35,000,000 VND",Chinese,2,2,3,1,5,3,2,3,2,5,1,1,3,3,4,4,5,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample257__promotion,2.3333333333333335,3.0,2.3333333333333335,2.3333333333333335,3.3333333333333335,4.5,2.0,4.5,2.0
258,promotion,Female,>60,High school,Civil servant,Single,"16,000,000–25,000,000 VND",Chinese,4,1,2,1,5,2,4,3,4,4,5,2,5,1,3,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample258__promotion,2.3333333333333335,2.6666666666666665,3.6666666666666665,3.6666666666666665,3.0,3.5,2.5,3.5,2.0
259,promotion,Female,30–39,Postgraduate degree,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,4,1,4,5,3,3,4,4,3,2,4,5,1,4,3,4,5,3,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample259__promotion,3.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.6666666666666665,4.5,2.5,3.5,2.0
260,promotion,Female,>60,High school,Managerial employee,Single,"<15,000,000 VND",Chinese,3,1,1,5,2,1,4,5,1,1,5,5,1,4,5,3,4,3,2,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample260__promotion,1.6666666666666667,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.5,1.5,3.0,1.3333333333333333
261,promotion,Male,20–29,High school,Other,Single,"16,000,000–25,000,000 VND",Chinese,1,1,1,1,1,1,3,3,5,4,1,1,2,5,5,3,4,5,2,1.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample261__promotion,1.0,1.0,3.6666666666666665,2.0,4.0,3.5,2.0,3.5,1.6666666666666667
262,promotion,Male,50–59,Postgraduate degree,Blue-collar worker,Married,">46,000,000 VND",Chinese,3,2,3,4,4,1,4,5,4,5,1,5,3,1,2,3,4,4,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample262__promotion,2.6666666666666665,3.0,4.333333333333333,3.6666666666666665,2.0,3.5,2.5,4.0,2.0
263,promotion,Male,40–49,High school,Student,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,2,3,4,3,2,3,1,5,5,5,5,2,4,2,3,4,5,2,1.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample263__promotion,3.3333333333333335,3.0,3.0,5.0,2.6666666666666665,3.5,2.0,3.5,1.6666666666666667
264,promotion,Male,30–39,Bachelor’s degree,Student,Single,"36,000,000–45,000,000 VND",Chinese,5,3,3,5,5,5,3,1,2,5,3,3,5,4,5,5,6,6,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample264__promotion,3.6666666666666665,5.0,2.0,3.6666666666666665,4.666666666666667,5.5,3.5,5.25,3.0
265,promotion,Female,20–29,Bachelor’s degree,Blue-collar worker,Single,">46,000,000 VND",Chinese,4,1,4,1,3,1,2,5,1,5,4,5,4,3,3,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample265__promotion,3.0,1.6666666666666667,2.6666666666666665,4.666666666666667,3.3333333333333335,3.5,2.5,3.75,2.0
266,promotion,Male,50–59,High school,Blue-collar worker,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,5,3,5,1,4,3,5,3,5,5,2,4,4,5,5,4,3,2,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample266__promotion,4.333333333333333,3.3333333333333335,3.6666666666666665,4.0,4.333333333333333,4.5,1.5,3.5,1.3333333333333333
267,promotion,Male,<20,Postgraduate degree,Other,Living with parents,"<15,000,000 VND",Chinese,3,5,4,4,5,2,3,3,1,2,4,5,2,2,2,3,4,3,5,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample267__promotion,4.0,3.6666666666666665,2.3333333333333335,3.6666666666666665,2.0,3.5,3.5,3.75,3.0
268,promotion,Male,20–29,High school,Office worker,Divorced,"26,000,000–35,000,000 VND",Chinese,5,1,2,5,4,5,4,1,1,4,2,1,4,3,4,3,4,4,5,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample268__promotion,2.6666666666666665,4.666666666666667,2.0,2.3333333333333335,3.6666666666666665,3.5,3.5,4.0,3.0
269,promotion,Male,20–29,Postgraduate degree,Other,Married,"<15,000,000 VND",Chinese,1,1,4,1,4,3,5,1,5,3,3,1,3,5,1,3,4,2,5,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample269__promotion,2.0,2.6666666666666665,3.6666666666666665,2.3333333333333335,3.0,3.5,1.5,3.5,1.3333333333333333
270,promotion,Male,<20,Postgraduate degree,Managerial employee,Married,">46,000,000 VND",Chinese,5,1,4,2,4,1,5,3,3,2,3,3,3,5,3,3,4,3,5,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample270__promotion,3.3333333333333335,2.3333333333333335,3.6666666666666665,2.6666666666666665,3.6666666666666665,3.5,,3.75,
271,promotion,Female,<20,High school,Office worker,Single,">46,000,000 VND",Chinese,3,4,1,4,5,4,3,2,1,4,5,4,5,5,2,4,5,3,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample271__promotion,2.6666666666666665,4.333333333333333,2.0,4.333333333333333,4.0,4.5,2.5,3.5,2.0
272,promotion,Male,20–29,High school,Civil servant,Living with parents,">46,000,000 VND",Chinese,2,1,5,5,3,3,4,4,5,1,5,4,4,5,3,3,4,4,5,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample272__promotion,2.6666666666666665,3.6666666666666665,4.333333333333333,3.3333333333333335,4.0,3.5,3.5,4.0,3.0
273,promotion,Male,50–59,High school,Student,Living with parents,"<15,000,000 VND",Chinese,1,1,5,5,5,1,5,4,5,4,1,4,1,4,1,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample273__promotion,2.3333333333333335,3.6666666666666665,4.666666666666667,3.0,2.0,3.5,2.5,3.5,2.0
274,promotion,Male,20–29,Bachelor’s degree,Office worker,Living with parents,">46,000,000 VND",Chinese,4,2,4,5,4,5,1,5,1,1,5,5,2,5,1,4,5,4,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample274__promotion,3.3333333333333335,4.666666666666667,2.3333333333333335,3.6666666666666665,2.6666666666666665,4.5,2.0,4.0,2.0
275,promotion,Male,50–59,Postgraduate degree,Other,Single,"26,000,000–35,000,000 VND",Chinese,3,2,3,1,1,2,3,1,3,5,1,1,4,3,2,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample275__promotion,2.6666666666666665,1.3333333333333333,2.3333333333333335,2.3333333333333335,3.0,3.5,2.5,3.5,2.0
276,promotion,Male,30–39,Bachelor’s degree,Student,Married,"<15,000,000 VND",Chinese,1,3,3,2,1,5,3,5,4,4,1,5,3,5,2,3,4,5,6,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample276__promotion,2.3333333333333335,2.6666666666666665,4.0,3.3333333333333335,3.3333333333333335,3.5,3.5,4.5,3.0
277,promotion,Male,50–59,Postgraduate degree,Student,Married,"<15,000,000 VND",Chinese,1,3,5,5,5,5,1,2,2,1,2,4,5,3,5,3,4,2,5,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample277__promotion,3.0,5.0,1.6666666666666667,2.3333333333333335,4.333333333333333,3.5,1.5,3.5,1.3333333333333333
278,promotion,Female,20–29,High school,Student,Single,"<15,000,000 VND",Chinese,3,5,1,2,4,4,1,5,2,3,2,1,3,3,2,4,5,4,3,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample278__promotion,3.0,3.3333333333333335,2.6666666666666665,2.0,2.6666666666666665,4.5,3.5,4.0,3.0
279,promotion,Male,<20,Bachelor’s degree,Office worker,Single,"26,000,000–35,000,000 VND",Chinese,5,4,3,3,2,3,4,3,1,5,3,2,2,2,3,4,5,5,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample279__promotion,4.0,2.6666666666666665,2.6666666666666665,3.3333333333333335,2.3333333333333335,4.5,2.0,4.25,2.0
280,promotion,Female,20–29,High school,Other,Divorced,"<15,000,000 VND",Chinese,2,4,2,5,2,4,1,5,5,2,5,4,3,4,3,4,5,3,4,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample280__promotion,2.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,4.5,2.0,4.0,2.0
281,promotion,Male,>60,Bachelor’s degree,Other,Living with parents,"<15,000,000 VND",Chinese,4,5,2,4,5,4,2,5,4,2,3,5,3,4,3,4,5,6,3,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample281__promotion,3.6666666666666665,4.333333333333333,3.6666666666666665,3.3333333333333335,3.3333333333333335,4.5,,4.5,
282,promotion,Male,>60,High school,Student,Married,"<15,000,000 VND",Chinese,1,5,4,4,5,5,4,1,1,1,3,2,4,4,3,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample282__promotion,3.3333333333333335,4.666666666666667,2.0,2.0,3.6666666666666665,3.5,2.5,3.75,2.0
283,promotion,Female,20–29,Bachelor’s degree,Other,Divorced,"<15,000,000 VND",Chinese,2,5,5,4,4,5,3,2,1,1,1,2,5,4,2,5,6,5,4,3.0,2.0,1.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample283__promotion,4.0,4.333333333333333,2.0,1.3333333333333333,3.6666666666666665,5.5,1.5,5.0,2.0
284,promotion,Male,30–39,High school,Managerial employee,Divorced,"<15,000,000 VND",Chinese,5,5,5,5,4,5,5,5,4,3,1,5,5,1,2,5,4,3,4,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample284__promotion,5.0,4.666666666666667,4.666666666666667,3.0,2.6666666666666665,4.5,2.0,4.0,2.0
285,promotion,Female,20–29,Bachelor’s degree,Civil servant,Living with parents,"<15,000,000 VND",Chinese,1,2,3,2,1,3,4,1,3,4,4,2,5,5,3,3,4,5,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample285__promotion,2.0,2.0,2.6666666666666665,3.3333333333333335,4.333333333333333,3.5,3.5,4.0,3.0
286,promotion,Male,30–39,Bachelor’s degree,Civil servant,Divorced,"<15,000,000 VND",Chinese,5,2,1,2,5,5,2,5,2,3,2,4,4,3,5,3,4,4,5,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample286__promotion,2.6666666666666665,4.0,3.0,3.0,4.0,3.5,2.0,4.0,2.0
287,promotion,Male,20–29,Postgraduate degree,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Chinese,1,5,3,5,4,3,5,5,4,5,3,5,4,3,4,5,4,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample287__promotion,3.0,4.0,4.666666666666667,4.333333333333333,3.6666666666666665,4.5,2.0,4.5,2.0
288,promotion,Male,30–39,Bachelor’s degree,Student,Divorced,">46,000,000 VND",Chinese,3,5,5,5,3,5,3,4,3,5,3,1,2,4,2,5,6,5,4,3.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample288__promotion,4.333333333333333,4.333333333333333,3.3333333333333335,3.0,2.6666666666666665,5.5,3.0,5.0,3.0
289,promotion,Female,50–59,Bachelor’s degree,Other,Single,"26,000,000–35,000,000 VND",Chinese,3,5,2,4,3,1,4,4,2,2,2,3,4,5,5,3,4,5,4,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample289__promotion,3.3333333333333335,2.6666666666666665,3.3333333333333335,2.3333333333333335,4.666666666666667,3.5,3.5,4.0,3.0
290,promotion,Female,20–29,High school,Civil servant,Divorced,"26,000,000–35,000,000 VND",Chinese,3,1,1,1,4,5,3,3,2,1,1,4,1,5,5,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample290__promotion,1.6666666666666667,3.3333333333333335,2.6666666666666665,2.0,3.6666666666666665,3.5,2.5,3.5,2.0
291,promotion,Male,>60,High school,Blue-collar worker,Divorced,"36,000,000–45,000,000 VND",Chinese,2,1,5,5,3,4,4,4,3,2,5,1,3,5,5,3,4,5,2,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample291__promotion,2.6666666666666665,4.0,3.6666666666666665,2.6666666666666665,4.333333333333333,3.5,2.5,3.5,2.0
292,promotion,Female,40–49,Postgraduate degree,Managerial employee,Single,"<15,000,000 VND",Chinese,4,4,1,5,2,5,1,1,3,5,1,1,1,4,4,3,4,3,5,,,,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample292__promotion,3.0,4.0,1.6666666666666667,2.3333333333333335,3.0,3.5,,3.75,
293,promotion,Male,20–29,High school,Blue-collar worker,Single,"<15,000,000 VND",Chinese,5,1,5,4,1,3,1,3,5,4,3,5,5,2,1,3,4,3,5,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample293__promotion,3.6666666666666665,2.6666666666666665,3.0,4.0,2.6666666666666665,3.5,2.0,3.75,2.0
294,promotion,Female,20–29,Postgraduate degree,Managerial employee,Married,">46,000,000 VND",Chinese,5,1,1,3,2,3,5,3,3,2,2,2,4,4,1,3,4,4,5,2.0,3.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample294__promotion,2.3333333333333335,2.6666666666666665,3.6666666666666665,2.0,3.0,3.5,3.5,4.0,3.0
295,promotion,Female,>60,Postgraduate degree,Other,Married,">46,000,000 VND",Chinese,5,1,4,5,5,5,1,4,2,2,2,5,3,2,5,3,4,3,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample295__promotion,3.3333333333333335,5.0,2.3333333333333335,3.0,3.3333333333333335,3.5,2.5,3.75,2.0
296,promotion,Male,50–59,Bachelor’s degree,Blue-collar worker,Married,"26,000,000–35,000,000 VND",Chinese,2,5,4,1,5,3,3,3,1,5,1,5,2,1,3,4,5,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample296__promotion,3.6666666666666665,3.0,2.3333333333333335,3.6666666666666665,2.0,4.5,2.0,4.5,2.0
297,promotion,Male,20–29,Bachelor’s degree,Student,Living with parents,"<15,000,000 VND",Chinese,3,3,1,2,5,3,2,4,2,1,4,3,4,1,5,4,5,3,4,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample297__promotion,2.3333333333333335,3.3333333333333335,2.6666666666666665,2.6666666666666665,3.3333333333333335,4.5,2.0,4.0,2.0
298,promotion,Male,50–59,Bachelor’s degree,Blue-collar worker,Single,"36,000,000–45,000,000 VND",Chinese,5,4,2,5,4,2,5,4,5,3,2,2,4,1,4,4,5,4,3,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample298__promotion,3.6666666666666665,3.6666666666666665,4.666666666666667,2.3333333333333335,3.0,4.5,2.0,4.0,2.0
299,promotion,Female,50–59,High school,Student,Living with parents,"36,000,000–45,000,000 VND",Chinese,1,5,4,2,3,4,4,5,4,1,1,2,2,4,2,3,4,2,5,1.0,2.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample299__promotion,3.3333333333333335,3.0,4.333333333333333,1.3333333333333333,2.6666666666666665,3.5,2.5,3.5,2.0
300,promotion,Male,>60,Bachelor’s degree,Other,Divorced,"<15,000,000 VND",Chinese,5,4,4,1,4,5,4,2,1,5,1,3,3,3,1,3,4,3,2,1.0,1.0,2.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample300__promotion,4.333333333333333,3.3333333333333335,2.3333333333333335,3.0,2.3333333333333335,3.5,1.5,3.0,1.3333333333333333
301,promotion,Male,40–49,Bachelor’s degree,Blue-collar worker,Divorced,"<15,000,000 VND",Chinese,2,4,3,2,5,4,3,2,4,3,5,2,5,2,1,3,4,3,5,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample301__promotion,3.0,3.6666666666666665,3.0,3.3333333333333335,2.6666666666666665,3.5,2.0,3.75,2.0
302,promotion,Female,20–29,Postgraduate degree,Office worker,Divorced,"36,000,000–45,000,000 VND",Chinese,2,2,3,4,3,2,4,3,5,3,4,5,5,4,5,4,5,3,6,2.0,1.0,3.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample302__promotion,2.3333333333333335,3.0,4.0,4.0,4.666666666666667,4.5,2.0,4.5,2.0
303,promotion,Female,<20,Bachelor’s degree,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,5,3,5,4,4,5,3,4,2,4,5,3,3,3,5,5,6,5,4,3.0,2.0,4.0,6,deepseek-v2_236b_6.csv,deepseek-v2_236b,deepseek-v2_236b__run06__sample303__promotion,4.333333333333333,4.333333333333333,3.0,4.0,3.6666666666666665,5.5,3.0,5.0,3.0
